GP,Candidate,Score,Decision
HYTEC ENGINEERING,LYNTECH ENGINEERING,88.88888889,
IDEAL MACHINE AND TOOL,ELDALE MACHINE AND TOOL,88.88888889,
IDEX,WIDEX,88.88888889,
IFS INDUSTRIES,AI INDUSTRIES,88.88888889,
IMAGE MANUFACTURING,AER MANUFACTURING,88.88888889,
IMI GROUP,IMC GROUP,88.88888889,
INDUSTRIAS RC,RFC INDUSTRIES,88.88888889,
INDUSTRIES TLT,LS INDUSTRIES,88.88888889,
ITC GROUP,IMC GROUP,88.88888889,
ITC MANUFACTURING,FAITH MANUFACTURING,88.88888889,
ITEMA,TEMA,88.88888889,
IVA MANUFACTURING,BIMBA MANUFACTURING,88.88888889,
IVA MANUFACTURING,IMAGE MANUFACTURING,88.88888889,
J R POWDER COATING,PRO POWDER COATING,88.88888889,
JANEL,ANEL,88.88888889,
JONA MANUFACTURING,AEON MANUFACTURING,88.88888889,
JONA MANUFACTURING,ANCA MANUFACTURING,88.88888889,
JONA MANUFACTURING,LYON MANUFACTURING,88.88888889,
K2W PRECISION,KMWE PRECISION,88.88888889,
KAREL MANUFACTURING,AER MANUFACTURING,88.88888889,
KAREL MANUFACTURING,KAY MANUFACTURING,88.88888889,
KAY MANUFACTURING,DINKY MANUFACTURING,88.88888889,
KAY MANUFACTURING,ELRAY MANUFACTURING,88.88888889,
KAY MANUFACTURING,HAYES MANUFACTURING,88.88888889,
KEB INDUSTRIES,SK INDUSTRIES,88.88888889,
KEITH ENGINEERING,KELTECH ENGINEERING,88.88888889,
KIM MANUFACTURING,IMAGE MANUFACTURING,88.88888889,
KIM MANUFACTURING,KINZE MANUFACTURING,88.88888889,
KSM GROUP,SCM GROUP,88.88888889,
KSM GROUP,SMS GROUP,88.88888889,
L 3 COMMUNICATIONS,LSC COMMUNICATIONS,88.88888889,
LAI KAI INDUSTRIAL,SHI KAI INDUSTRIAL,88.88888889,
LDI INDUSTRIES INC,LOC INDUSTRIES INC,88.88888889,
LENZ,LENZE,88.88888889,
LES INDUSTRIES,SK INDUSTRIES,88.88888889,
LIMET,IMET,88.88888889,
LMC MANUFACTURING,MAC B MANUFACTURING,88.88888889,
LMT GROUP,LPM GROUP,88.88888889,
LS INDUSTRIES,MSP INDUSTRIES,88.88888889,
LYON MANUFACTURING,LUND MANUFACTURING,88.88888889,
LYON MANUFACTURING,ALCO MANUFACTURING,88.88888889,
M A INDUSTRIES,AH INDUSTRIES,88.88888889,
M A INDUSTRIES,AI INDUSTRIES,88.88888889,
M A INDUSTRIES,AK INDUSTRIES,88.88888889,
M A INDUSTRIES,AZ INDUSTRIES,88.88888889,
MACK MANUFACTURING,ALCO MANUFACTURING,88.88888889,
MACK MANUFACTURING,ANCA MANUFACTURING,88.88888889,
MACK MANUFACTURING,BECK MANUFACTURING,88.88888889,
MAGO,MAGOR,88.88888889,
MANDR MANUFACTURING,AER MANUFACTURING,88.88888889,
MANUFACTURING SALES,S S MANUFACTURING,88.88888889,
MARS MANUFACTURING,RIMA MANUFACTURING,88.88888889,
MASS PRECISION,EMS PRECISION,88.88888889,
MAX PRECISION,KOMA PRECISION,88.88888889,
MAX PRECISION,MASS PRECISION,88.88888889,
MC MANUFACTURING,METRIC MANUFACTURING,88.88888889,
MCF INDUSTRIES INC,LOC INDUSTRIES INC,88.88888889,
MCGILL MANUFACTURING,MC MANUFACTURING,88.88888889,
MCLANE MANUFACTURING,MC MANUFACTURING,88.88888889,
MECCANICA KEMA,MAS MECCANICA,88.88888889,
MECHON ENGINEERING,MICRON ENGINEERING,88.88888889,
MECHON ENGINEERING,NERCON ENGINEERING,88.88888889,
MEGA,OMEGA,88.88888889,
MEK GROUP,MSK GROUP,88.88888889,
METAC,MEAC,88.88888889,
MILLER TOOL AND DIE,PIER TOOL AND DIE,88.88888889,
MITEK,MTEK,88.88888889,
MK PRODUCTION,LPM PRODUCTION,88.88888889,
MODERN MACHINE AND TOOL,MAJOR TOOL AND MACHINE,88.88888889,
MORE,MORET,88.88888889,
MPP GROUP,PPD GROUP,88.88888889,
MSK GROUP,SMS GROUP,88.88888889,
MSP INDUSTRIES,SK INDUSTRIES,88.88888889,
MSSP GROUP,SP GROUP,88.88888889,
MTEK,AMTEK,88.88888889,
MURTECH ENGINEERING,RENCH ENGINEERING,88.88888889,
MYERS PRECISION GRINDING,HM PRECISION GRINDING,88.88888889,
NARESH ENGINEERING,PARISH ENGINEERING,88.88888889,
NAREX,AREX,88.88888889,
NASH GROUP,SH GROUP,88.88888889,
NEMKA,EMKA,88.88888889,
NERCON ENGINEERING,RADCON ENGINEERING,88.88888889,
NERCON ENGINEERING,ERLSON ENGINEERING,88.88888889,
NERCON ENGINEERING,GEARCO ENGINEERING,88.88888889,
NKT GROUP,NTT GROUP,88.88888889,
NOBEL,OBEL,88.88888889,
NRC INDUSTRIES,INDUSTRIAS RC,88.88888889,
OGX INDUSTRIAL SUPPLIES,JD INDUSTRIAL SUPPLIES,88.88888889,
OMEC,OLMEC,88.88888889,
OPTEC,OTEC,88.88888889,
ORBIT ENGINEERING,RUBITEC ENGINEERING,88.88888889,
PARK MANUFACTURING,MARS MANUFACTURING,88.88888889,
PE MANUFACTURING,PRENCO MANUFACTURING,88.88888889,
PE MANUFACTURING,SP MANUFACTURING PTE,88.88888889,
PEISA,PISA,88.88888889,
PPC MANUFACTURING,ZIPPO MANUFACTURING,88.88888889,
PRL INDUSTRIES,LS INDUSTRIES,88.88888889,
RAO MANUFACTURING,ROACH MANUFACTURING,88.88888889,
RISK PREMIUM,RISK PREMIUM NA,88.88888889,
RIZA GROUP,RZ GROUP,88.88888889,
SABA,SABAF,88.88888889,
SAIC,SAICA,88.88888889,
SAK EQUIPMENT,SMAR EQUIPMENT,88.88888889,
SECIN,SEIN,88.88888889,
SEIKO,EIKO,88.88888889,
SERCO,ERCO,88.88888889,
SFB GROUP,SEB GROUP,88.88888889,
SFB GROUP,SFS GROUP,88.88888889,
SICOM,ICOM,88.88888889,
SMS GROUP,SCM GROUP,88.88888889,
SMS GROUP,SFS GROUP,88.88888889,
SOLUTIONS PLUS,LJS SOLUTIONS,88.88888889,
SP GROUP,SAMP GROUP,88.88888889,
STS MANUFACTURING,MANUFACTURING SALES,88.88888889,
STS MANUFACTURING,STONY MANUFACTURING,88.88888889,
TAC MANUFACTURING,ROACH MANUFACTURING,88.88888889,
TECHNICO,TECHNICORE,88.88888889,
TEMA,TEMAC,88.88888889,
TESKE MANUFACTURING,SAE MANUFACTURING,88.88888889,
TESKE MANUFACTURING,STS MANUFACTURING,88.88888889,
TI AUTOMOTIVE,CIE AUTOMOTIVE,88.88888889,
TIMET,IMET,88.88888889,
TITAN,ITAN,88.88888889,
TMF GROUP,HMF GROUP,88.88888889,
TRAITEMENT THERMIQUE DELSON,CALLON TRAITEMENT THERMIQUE,88.88888889,
TRANSFESA,TRANSMESA,88.88888889,
TREX,TEREX,88.88888889,
TROY MANUFACTURING,ZERO MANUFACTURING,88.88888889,
TSW INDUSTRIES,LS INDUSTRIES,88.88888889,
TSW INDUSTRIES,SK INDUSTRIES,88.88888889,
TT PRECISION,TANDT PRECISION,88.88888889,
TT PRECISION,TOTAL PRECISION,88.88888889,
TUBE SPECIALTIES,TURBINE SPECIALITIES,88.88888889,
VALCO MANUFACTURING,TAC MANUFACTURING,88.88888889,
VALCO MANUFACTURING,RAO MANUFACTURING,88.88888889,
VALE,VALEO,88.88888889,
VDL INDUSTRIES,LS INDUSTRIES,88.88888889,
VDM GROUP,VDL GROUP,88.88888889,
VEMA,VEMAR,88.88888889,
VENCE,ENCE,88.88888889,
VERSATECH,VERSITECH,88.88888889,
VIDEC DECOLLETAGE,DEMIDEC DECOLLETAGE,88.88888889,
VOIT,VOITH,88.88888889,
VOLGA,VOLA,88.88888889,
VP INDUSTRIES,MSP INDUSTRIES,88.88888889,
VP INDUSTRIES,PAI INDUSTRIES,88.88888889,
VP INDUSTRIES,PMI INDUSTRIES,88.88888889,
VP INDUSTRIES,PRL INDUSTRIES,88.88888889,
VP INDUSTRIES,VDL INDUSTRIES,88.88888889,
VP INDUSTRIES,VSR INDUSTRIES,88.88888889,
VP INDUSTRIES,MPG INDUSTRIES,88.88888889,
VR INTERNATIONAL,VIELER INTERNATIONAL,88.88888889,
VR PRODUCTION,ROL PRODUCTION,88.88888889,
VSR INDUSTRIES,LS INDUSTRIES,88.88888889,
VSR INDUSTRIES,SK INDUSTRIES,88.88888889,
WADDELL ENGINEERING,KADEL ENGINEERING,88.88888889,
WATERS MACHINE,WATTS MACHINE,88.88888889,
WATSON ENGINEERING,EVATON ENGINEERING,88.88888889,
WAYNE MANUFACTURING,SAE MANUFACTURING,88.88888889,
WEM GROUP,OEM GROUP,88.88888889,
WEM GROUP,WMF GROUP,88.88888889,
WERNER ENGINEERING,GRINER ENGINEERING,88.88888889,
WESCO,ESCO,88.88888889,
WMF GROUP,HMF GROUP,88.88888889,
WMF GROUP,TMF GROUP,88.88888889,
ZML INDUSTRIES,LS INDUSTRIES,88.88888889,
ALBERTS SURFACE TECHNOLOGIES,BEP SURFACE TECHNOLOGIES,88.46153846,
BAW PRECISION ENGINEERING,BISEP PRECISION ENGINEERING,88.46153846,
BAW PRECISION ENGINEERING,BOYCE PRECISION ENGINEERING,88.46153846,
BISEP PRECISION ENGINEERING,ADP PRECISION ENGINEERING,88.46153846,
CLARO PRECISION ENGINEERING,ATL PRECISION ENGINEERING,88.46153846,
CLARO PRECISION ENGINEERING,BAW PRECISION ENGINEERING,88.46153846,
CLARO PRECISION ENGINEERING,ADP PRECISION ENGINEERING,88.46153846,
SLANEY PRECISION ENGINEERING,PS PRECISION ENGINEERING,88.46153846,
TAE PRECISION ENGINEERING,REGAL PRECISION ENGINEERING,88.46153846,
VALUE TOOL AND ENGINEERING,VANAM TOOL AND ENGINEERING,88.46153846,
ADLAM ENGINEERING PTY,BALEGA ENGINEERING PTY,88.37209302,
AOTCO METAL FINISHING,ANOTECH METAL FINISING,88.37209302,
BILLCO MANUFACTURING,BRILLCAST MANUFACTURING,88.37209302,
CAMERON INTERNATIONAL,ANDERSON INTERNATIONAL,88.37209302,
CERTIFIED STEEL TREATING,ERIE STEEL TREATING,88.37209302,
FRIENDS LUN INDUSTRIAL,FRIENDS OF INDUSTRIAL,88.37209302,
GARDENA MANUFACTURING,CARDINAL MANUFACTURING,88.37209302,
MCGILL MANUFACTURING,MCQUILLEN MANUFACTURING,88.37209302,
PRENCO MANUFACTURING,PRECISION MANUFACTURING,88.37209302,
WEBSTER MACHINE WORKS,WHISTLER MACHINE WORKS,88.37209302,
GUANGZHOU NEW KAU HEAT TREATMENT PLANT,GUANGZHOU CITY KAU HEAT TREATMENT PLANT,88.31168831,
4B PRECISION ENG,CUBE PRECISION ENG,88.23529412,
A AND B PRECAST MFG,A AND B PRECAST,88.23529412,
A D MANUFACTURING,IVA MANUFACTURING,88.23529412,
A D MANUFACTURING,KAY MANUFACTURING,88.23529412,
A D MANUFACTURING,BAP MANUFACTURING,88.23529412,
A D MANUFACTURING,AER MANUFACTURING,88.23529412,
A R D INDUSTRIES,B AND R INDUSTRIES,88.23529412,
ABBY MANUFACTURING,BT MANUFACTURING,88.23529412,
AE TECHNOLOGIES,ASCENX TECHNOLOGIES,88.23529412,
AE TECHNOLOGIES,GRAVER TECHNOLOGIES,88.23529412,
ALBION INDUSTRIES,DALSIN INDUSTRIES,88.23529412,
ANCA MANUFACTURING,CF MANUFACTURING,88.23529412,
ARC INTERNATIONAL,CML INTERNATIONAL,88.23529412,
ARC INTERNATIONAL,EJA INTERNATIONAL,88.23529412,
ARTEC ENGINEERING,ABORE ENGINEERING,88.23529412,
ARTEC ENGINEERING,ARCOT ENGINEERING,88.23529412,
AWC MANUFACTURING,A D MANUFACTURING,88.23529412,
AWC MANUFACTURING,AER MANUFACTURING,88.23529412,
BACHS MASKINFABRIK,BRS MASKINFABRIK,88.23529412,
BAP MANUFACTURING,AER MANUFACTURING,88.23529412,
BAP MANUFACTURING,AWC MANUFACTURING,88.23529412,
BAYTECH INDUSTRIES,BARTH INDUSTRIES,88.23529412,
BEACON INDUSTRIES,DEACRO INDUSTRIES,88.23529412,
BECK MANUFACTURING,CF MANUFACTURING,88.23529412,
BECK MANUFACTURING,CW MANUFACTURING,88.23529412,
BECK MANUFACTURING,BT MANUFACTURING,88.23529412,
BERVIC ENGINEERING,ABEC ENGINEERING,88.23529412,
BLB MANUFACTURING,BAP MANUFACTURING,88.23529412,
BMS MANUFACTURING,BLB MANUFACTURING,88.23529412,
BMS MANUFACTURING,CSS MANUFACTURING,88.23529412,
BMS MANUFACTURING,BAP MANUFACTURING,88.23529412,
BOS MACHINE SHOP,BANDS MACHINE SHOP,88.23529412,
CGL MANUFACTURING,COX MANUFACTURING,88.23529412,
CGL MANUFACTURING,BLB MANUFACTURING,88.23529412,
CGL MANUFACTURING,AWC MANUFACTURING,88.23529412,
CHANGZHOU YUANDONG,CANGZHOU HUADONG,88.23529412,
CHELL ENGINEERING,BELLE ENGINEERING,88.23529412,
CLIFTON ENGINEERING,CLT ENGINEERING,88.23529412,
CMP TECHNOLOGIES,COPAS TECHNOLOGIES,88.23529412,
CMP TECHNOLOGIES,CYMAT TECHNOLOGIES,88.23529412,
CNC MANUFACTURING,CGL MANUFACTURING,88.23529412,
CNC MANUFACTURING,AWC MANUFACTURING,88.23529412,
COX MANUFACTURING,AWC MANUFACTURING,88.23529412,
COX MANUFACTURING,CNC MANUFACTURING,88.23529412,
COX MANUFACTURING,CSS MANUFACTURING,88.23529412,
CPT ENGINEERING,CHAPTER ENGINEERING,88.23529412,
CROW MANUFACTURING,CF MANUFACTURING,88.23529412,
CROW MANUFACTURING,CK MANUFACTURING,88.23529412,
CSS MANUFACTURING,CGL MANUFACTURING,88.23529412,
CSS MANUFACTURING,CNC MANUFACTURING,88.23529412,
CSS MANUFACTURING,AWC MANUFACTURING,88.23529412,
CURT MANUFACTURING,BT MANUFACTURING,88.23529412,
CURT MANUFACTURING,CF MANUFACTURING,88.23529412,
CURT MANUFACTURING,CK MANUFACTURING,88.23529412,
CURT MANUFACTURING,CW MANUFACTURING,88.23529412,
D AND E MACHINING,D AND N MACHINING,88.23529412,
D AND N MACHINING,G AND R MACHINING,88.23529412,
DACOL ENGINEERING,ARCOT ENGINEERING,88.23529412,
DENMAC INDUSTRIES,DEACRO INDUSTRIES,88.23529412,
DICOR ENGINEERING,DACOL ENGINEERING,88.23529412,
DOBY ENGINEERING,DONYAL ENGINEERING,88.23529412,
EAGLE MANUFACTURING,G MANUFACTURING,88.23529412,
ECM TECHNOLOGIES,CYMAT TECHNOLOGIES,88.23529412,
ECM TECHNOLOGIES,ELMET TECHNOLOGIES,88.23529412,
ECO CUTTING TOOLS,PEN CUTTING TOOLS,88.23529412,
EHS MANUFACTURING,JSL MANUFACTURING,88.23529412,
EHS MANUFACTURING,BMS MANUFACTURING,88.23529412,
EHS MANUFACTURING,CSS MANUFACTURING,88.23529412,
EHS MANUFACTURING,AER MANUFACTURING,88.23529412,
EIP MANUFACTURING,BAP MANUFACTURING,88.23529412,
EIP MANUFACTURING,EHS MANUFACTURING,88.23529412,
EIP MANUFACTURING,AER MANUFACTURING,88.23529412,
EIP MANUFACTURING,ITC MANUFACTURING,88.23529412,
EIP MANUFACTURING,IVA MANUFACTURING,88.23529412,
EIP MANUFACTURING,KIM MANUFACTURING,88.23529412,
ERMACH ENGINEERING,MACA ENGINEERING,88.23529412,
FALCON INDUSTRIES,ALBION INDUSTRIES,88.23529412,
FALCON INDUSTRIES,BEACON INDUSTRIES,88.23529412,
FTT MANUFACTURING,JFC MANUFACTURING,88.23529412,
FTT MANUFACTURING,ITC MANUFACTURING,88.23529412,
G AND A MACHINING,G AND R MACHINING,88.23529412,
GREAT ENGINEERING,REGAL ENGINEERING,88.23529412,
GREAT ENGINEERING,TRANT ENGINEERING,88.23529412,
GTEC ENGINEERING,GEARCO ENGINEERING,88.23529412,
HART ENGINEERING,MARGET ENGINEERING,88.23529412,
HART ENGINEERING,HARVAN ENGINEERING,88.23529412,
HD MANUFACTURING,LUND MANUFACTURING,88.23529412,
HESS INDUSTRIES,HENNESSY INDUSTRIES,88.23529412,
HOJ MASKINTEKNIK,BOJER MASKINTEKNIK,88.23529412,
IMAGE MANUFACTURING,G MANUFACTURING,88.23529412,
IMI INTERNATIONAL,CML INTERNATIONAL,88.23529412,
ITC MANUFACTURING,CNC MANUFACTURING,88.23529412,
ITC MANUFACTURING,COX MANUFACTURING,88.23529412,
ITC MANUFACTURING,AWC MANUFACTURING,88.23529412,
ITC MANUFACTURING,CGL MANUFACTURING,88.23529412,
IVA MANUFACTURING,BAP MANUFACTURING,88.23529412,
IVA MANUFACTURING,ITC MANUFACTURING,88.23529412,
IVA MANUFACTURING,AER MANUFACTURING,88.23529412,
IVA MANUFACTURING,AWC MANUFACTURING,88.23529412,
IWM INTERNATIONAL,MCC INTERNATIONAL,88.23529412,
IWM INTERNATIONAL,WHA INTERNATIONAL,88.23529412,
J C ENGINEERING PTY,J P ENGINEERING,88.23529412,
JFC MANUFACTURING,CNC MANUFACTURING,88.23529412,
JFC MANUFACTURING,COX MANUFACTURING,88.23529412,
JFC MANUFACTURING,CSS MANUFACTURING,88.23529412,
JFC MANUFACTURING,CGL MANUFACTURING,88.23529412,
JFC MANUFACTURING,AWC MANUFACTURING,88.23529412,
JIUYANG PRECISION,JIEBANG PRECISION,88.23529412,
JSL MANUFACTURING,BLB MANUFACTURING,88.23529412,
JSL MANUFACTURING,BMS MANUFACTURING,88.23529412,
JSL MANUFACTURING,CGL MANUFACTURING,88.23529412,
JSL MANUFACTURING,CSS MANUFACTURING,88.23529412,
JSL MANUFACTURING,JFC MANUFACTURING,88.23529412,
JSL MANUFACTURING,LMC MANUFACTURING,88.23529412,
JV MANUFACTURING,JONA MANUFACTURING,88.23529412,
KAY MANUFACTURING,AER MANUFACTURING,88.23529412,
KAY MANUFACTURING,AWC MANUFACTURING,88.23529412,
KIM MANUFACTURING,KAY MANUFACTURING,88.23529412,
KIM MANUFACTURING,ITC MANUFACTURING,88.23529412,
KIM MANUFACTURING,IVA MANUFACTURING,88.23529412,
KIM MANUFACTURING,BMS MANUFACTURING,88.23529412,
KUNI MASKINFABRIK,LUND MASKINFABRIK,88.23529412,
LAI INTERNATIONAL,IWM INTERNATIONAL,88.23529412,
LAI INTERNATIONAL,WHA INTERNATIONAL,88.23529412,
LEECH INDUSTRIES,TEUTECH INDUSTRIES,88.23529412,
LINCOLN INDUSTRIES,LENCO INDUSTRIES,88.23529412,
LINCOLN INDUSTRIES,LIGON INDUSTRIES,88.23529412,
LINK ENGINEERING,GALVIN ENGINEERING,88.23529412,
LMC MANUFACTURING,AWC MANUFACTURING,88.23529412,
LMC MANUFACTURING,BLB MANUFACTURING,88.23529412,
LMC MANUFACTURING,BMS MANUFACTURING,88.23529412,
MACK MANUFACTURING,CF MANUFACTURING,88.23529412,
MACK MANUFACTURING,CW MANUFACTURING,88.23529412,
MALAN ENGINEERING,LANYU ENGINEERING,88.23529412,
MALAN ENGINEERING,MANDJ ENGINEERING,88.23529412,
MANDJ ENGINEERING,PANDA ENGINEERING,88.23529412,
MANDJ ENGINEERING,PANDD ENGINEERING,88.23529412,
MANDJ ENGINEERING,SANDH ENGINEERING,88.23529412,
MARS MANUFACTURING,MC MANUFACTURING,88.23529412,
MARTIN INDUSTRIES,MAYERI INDUSTRIES,88.23529412,
MAVAL INDUSTRIES,MIDVALE INDUSTRIES,88.23529412,
MCC INTERNATIONAL,MON INTERNATIONAL,88.23529412,
MECO ENGINEERING,MICRON ENGINEERING,88.23529412,
MECO ENGINEERING,GEARCO ENGINEERING,88.23529412,
MKC MANUFACTURING,TAC MANUFACTURING,88.23529412,
MKC MANUFACTURING,PPC MANUFACTURING,88.23529412,
MKC MANUFACTURING,RBM MANUFACTURING,88.23529412,
MON INTERNATIONAL,IWM INTERNATIONAL,88.23529412,
MOTION INDUSTRIES,MOONEY INDUSTRIES,88.23529412,
MOTION INDUSTRIES,MARTIN INDUSTRIES,88.23529412,
NATIONAL O VARCO,NATIONAL OVARCO II,88.23529412,
NERCON ENGINEERING,MECO ENGINEERING,88.23529412,
P3 MANUFACTURING,WGSP MANUFACTURING,88.23529412,
PACE INDUSTRIES,PACKWELL INDUSTRIES,88.23529412,
PANDA ENGINEERING,PADCO ENGINEERING,88.23529412,
PANDD ENGINEERING,PADCO ENGINEERING,88.23529412,
PARK MANUFACTURING,P3 MANUFACTURING,88.23529412,
PE MANUFACTURING,PARK MANUFACTURING,88.23529412,
PE MANUFACTURING,WGSP MANUFACTURING,88.23529412,
POWER SYSTEMS MFG,IEM POWER SYSTEMS,88.23529412,
PPC MANUFACTURING,TAC MANUFACTURING,88.23529412,
PPC MANUFACTURING,MC3 MANUFACTURING,88.23529412,
PRUITT MACHINE SHOP,PI MACHINE SHOP,88.23529412,
R AND S MACHINING,G AND R MACHINING,88.23529412,
RAJAN TRANSPORTES,TRANSPORTI KRAJAN,88.23529412,
RAO MANUFACTURING,RBM MANUFACTURING,88.23529412,
RAO MANUFACTURING,SAE MANUFACTURING,88.23529412,
RBM MANUFACTURING,MC3 MANUFACTURING,88.23529412,
RBM MANUFACTURING,TRD MANUFACTURING,88.23529412,
REVA ENGINEERING,EVATON ENGINEERING,88.23529412,
REVA ENGINEERING,HARVAN ENGINEERING,88.23529412,
RIMA MANUFACTURING,MC MANUFACTURING,88.23529412,
RM TOOL AND DIE,REZMIN TOOL AND DIE,88.23529412,
ROSCO ENGINEERING,SCOTT ENGINEERING,88.23529412,
ROSER TECHNOLOGIES,DRS TECHNOLOGIES,88.23529412,
S S MANUFACTURING,SAE MANUFACTURING,88.23529412,
SAMCO ENTERPRISES,HARCO ENTERPRISES,88.23529412,
SANDH ENGINEERING,PANDA ENGINEERING,88.23529412,
SANDH ENGINEERING,PANDD ENGINEERING,88.23529412,
SCH ENGINEERING,FISCHER ENGINEERING,88.23529412,
SCOPE ENGINEERING,ROSCO ENGINEERING,88.23529412,
SCOTT ENGINEERING,SCOPE ENGINEERING,88.23529412,
SETA TECHNOLOGIES,MTAR TECHNOLOGIES,88.23529412,
SETA TECHNOLOGIES,SREM TECHNOLOGIES,88.23529412,
SHAND ENGINEERING,MANDJ ENGINEERING,88.23529412,
SHAND ENGINEERING,PANDA ENGINEERING,88.23529412,
SHAND ENGINEERING,PANDD ENGINEERING,88.23529412,
SHP MANUFACTURING,PPC MANUFACTURING,88.23529412,
SHP MANUFACTURING,S S MANUFACTURING,88.23529412,
SHP MANUFACTURING,SAE MANUFACTURING,88.23529412,
SHP MANUFACTURING,STS MANUFACTURING,88.23529412,
SOHN MANUFACTURING,WO MANUFACTURING,88.23529412,
STARK INDUSTRIAL,STELLAR INDUSTRIAL,88.23529412,
STRITE INDUSTRIES,TRIDEM INDUSTRIES,88.23529412,
STS MANUFACTURING,SAE MANUFACTURING,88.23529412,
SUPRA TECHNOLOGIES,PAS TECHNOLOGIES,88.23529412,
TAC MANUFACTURING,MC3 MANUFACTURING,88.23529412,
TAC MANUFACTURING,RAO MANUFACTURING,88.23529412,
TAC MANUFACTURING,SAE MANUFACTURING,88.23529412,
TANKAR EQUIPAMENTOS,TR EQUIPAMENTOS,88.23529412,
TRANCE INDUSTRIES,TURNER INDUSTRIES,88.23529412,
TRANT ENGINEERING,TRACE ENGINEERING,88.23529412,
TRD MANUFACTURING,RAO MANUFACTURING,88.23529412,
TRD MANUFACTURING,STS MANUFACTURING,88.23529412,
TRD MANUFACTURING,TAC MANUFACTURING,88.23529412,
VERSA PRODUCTS INC,VAL PRODUCTS INC,88.23529412,
VOSS MANUFACTURING,WO MANUFACTURING,88.23529412,
WO MANUFACTURING,WGSP MANUFACTURING,88.23529412,
WO MANUFACTURING,TROY MANUFACTURING,88.23529412,
YU MING INDUSTRIAL,XINYU INDUSTRIAL,88.23529412,
ZERO MANUFACTURING,PE MANUFACTURING,88.23529412,
ZERO MANUFACTURING,WO MANUFACTURING,88.23529412,
ZG FLUIDMANAGEMENT,FLUID MANAGEMENT,88.23529412,
ITA SPOÅKA Z OGRANICZONA ODPOWIEDZIALNOSCIA SP K,DELBA SPOÅKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,88.17204301,
A AND A MACHINE AND FABRICATION,BOND MACHINE AND FABRICATION,88.13559322,
BOND MACHINE AND FABRICATION,I AND M MACHINE AND FABRICATION,88.13559322,
L AND M FABRICATION AND MACHINE,BOND MACHINE AND FABRICATION,88.13559322,
LASER FABRICATION AND MACHINE,FARRIS FABRICATION AND MACHINE,88.13559322,
ABS MACHINING,BC MACHINING,88,
ABS PRECISION,AW PRECISION,88,
ABS PRECISION,GS PRECISION,88,
ABS PRECISION,LA PRECISION,88,
AD INDUSTRIE,AZ INDUSTRIES,88,
AD INDUSTRIE,AK INDUSTRIES,88,
AD INDUSTRIE,AI INDUSTRIES,88,
AD INDUSTRIE,AH INDUSTRIES,88,
AEROSPHERES UK,AEROSPHERES,88,
AKK INDUSTRI,AK INDUSTRIES,88,
ALM PRODUCTS,ADMA PRODUCTS,88,
ATLAS MACHINE,ALMA MACHINE,88,
ATLAS SPECIALTY PRODUCTS,ALABAMA SPECIALTY PRODUCTS,88,
AW PRECISION,MAX PRECISION,88,
AW PRECISION,K2W PRECISION,88,
BB AND H TOOL,B AND B TOOL,88,
BC MACHINING,CRI MACHINING,88,
BEP SURFACE TECHNOLOGIES,ELITE SURFACE TECHNOLOGIES,88,
CAST PRODUCTS,CAP PRODUCTS,88,
COLBURN INDUSTRIAL SUPPLY,CALIBER INDUSTRIAL SUPPLY,88,
D4 INDUSTRIES,AD INDUSTRIE,88,
DBM CHEMICALS,DN CHEMICALS,88,
DN CHEMICALS,DST CHEMICALS,88,
DOW CHEMICAL,LOWE CHEMICAL,88,
ELEMENT MATERIALS TECH,ELEMENT MATERIALS TECHNOLOGY,88,
EPIC METALS FL,EPIC METALS,88,
FAMA USINAGEM,MAB USINAGEM,88,
GP PRECISION,P K PRECISION,88,
GS PRECISION,EMS PRECISION,88,
GSS WAREHOUSE,3G WAREHOUSE,88,
HARRY MAJOR MACHINE AND TOOL,MAJOR TOOL AND MACHINE,88,
IPN EQUIPMENT,MP EQUIPMENT,88,
JOHNSON BRASS AND MACHINE,JOHNSON MACHINE AND FIBRE,88,
JP INDUSTRIE,VP INDUSTRIES,88,
KD PRECISION ENGINEEING,PANDT PRECISION ENGINEERING,88,
MAX PRECISION,MP PRECISION,88,
MAX PRECISION,LA PRECISION,88,
MCS MACHINING,MD MACHINING,88,
METALTECNICA,METALMECANICA,88,
MP PRECISION,EMS PRECISION,88,
MP PRECISION,EMC PRECISION,88,
P K PRECISION,MP PRECISION,88,
PG INDUSTRI,MPG INDUSTRIES,88,
PGH WAREHOUSE,3G WAREHOUSE,88,
PRO MACHINE,PRO B MACHINES,88,
PS PRECISION ENGINEERING,YIDA PRECISION ENGINEERING,88,
TRIWAY MOLD AND ENGINEERING,MR MOLD AND ENGINEERING,88,
WO STAMPING,WINCO STAMPING,88,
WUXUE JINRUI,WUXUE MINGRUI,88,
MCDANEL ADVANCED CERAMIC TECHNOLOGIES,MCDANEL ADVANCED CERAMIC TECH,87.87878788,
ANCHORAGE MANUFACTURING,ANCA MANUFACTURING,87.80487805,
ANDERSON MANUFACTURING,MANDR MANUFACTURING,87.80487805,
CANTEC MANUFACTURING,CHARTER MANUFACTURING,87.80487805,
CHARTER MANUFACTURING,HARRIS MANUFACTURING,87.80487805,
ENGINEERING AND CYCLE,CTCI ENGINEERING AND,87.80487805,
ERIE STEEL TREATING,DETROIT STEEL TREATING,87.80487805,
GARDENA MANUFACTURING,BARODA MANUFACTURING,87.80487805,
